pmid,Intervention,labels,detail
26511807,"['pemetrexed-cisplatin chemotherapy followed by gefitinib maintenance therapy (PC/G)', 'gefitinib monotherapy']","['Drug', 'Drug']",{}
26510851,"['Treadmill exercise: 150 or 300 minutes/week for five menstrual cycles', 'Control group maintained exercise <75 minutes/week']","['Physical', 'Control']","{'Treadmill exercise: 150 or 300 minutes/week for five menstrual cycles': [{'exercise_activity_type': 'treadmill', 'dosage': [150, 300]}], 'Control group maintained exercise <75 minutes/week': [{'exercise_activity_type': 'treadmill', 'dosage': '<75'}]}"
26509174,"['Supplementary antioxidant therapy (vitamin C, vitamin E, and zinc supplementation) for 8 weeks', 'Placebo']","['Drug', 'Control']",{}
26509172,"['media campaign', 'clinic intervention focused on either CRC screening or fruits and vegetables']","['Educational', 'Educational']",{}
26508309,"['abiraterone acetate (AA) plus prednisone', 'placebo plus prednisone']","['Drug', 'Drug']",{'abiraterone acetate (AA) plus prednisone': [{'dosage': '1 g daily'}]}
26508131,['pelvic radiotherapy (RT) in supine or prone position'],['Surgical'],{}
26505681,"['FOLFIRI/XELIRI plus simvastatin (40 mg)', 'FOLFIRI/XELIRI plus placebo']","['Drug', 'Drug']",{'FOLFIRI/XELIRI plus simvastatin (40 mg)': [{'dosage': '40 mg'}]}
26504842,"['diet and physical activity education', 'behavioural change techniques (BeWEL)']","['Educational', 'Psychological']",{'behavioural change techniques (BeWEL)': [{'delivery_method': 'lifestyle counsellor'}]}
26504153,"['abiraterone acetate plus prednisone', 'exemestane (E)', '25 mg E alone (E)']","['Drug', 'Drug', 'Drug']",{}
26502987,"[""50-min presentation delivered by a member of Teenage Cancer Trust's (UK charity) education team""]",['Educational'],{}
26500019,"['Web-based cognitive behavioral therapy (CBT)', 'Face-to-face CBT (control group)']","['Psychological', 'Control']","{'Web-based cognitive behavioral therapy (CBT)': [{'delivery_method': 'web_portal'}, {'delivery_method': 'web portal'}, {'delivery_method': 'web-based', 'modules': 8, 'module_structure': ['psycho-education', 'assignments', 'evaluation']}], 'Face-to-face CBT (control group)': [{'delivery_method': 'face-to-face', 'sessions': 2}]}"
26498504,"['investigational therapy', 'platinum-treated']","['Drug', 'Drug']",{}
26497495,"['Total neoadjuvant therapy (TNT)', 'Selective non-operative management (NOM)', 'FOLFOX/CAPEOX: before induction neoadjuvant chemotherapy (INCT); or after consolidation neoadjuvant chemotherapy (CNCT), with 5-FU or capecitabine-based chemoradiation']","['Drug', 'Physical', 'Drug']","{'FOLFOX': [{'dosage': '8 cycles'}], 'CAPEOX': [{'dosage': '6 cycles'}]}"
26496252,"['Docetaxel/oxaliplatin/5-FU (DOF) regimen', 'Bevacizumab']","['Drug', 'Drug']",{}
26493588,"['neoadjuvant systemic chemotherapy (NACT) alone', 'folinic acid + flurourcil + oxaliplatin (FOLFOX)+ bevacizumab (BVZ)', 'FOLFOX+ irinotecan (FOLFOXIRI)+ BVZ']","['Surgical', 'Drug', 'Drug']",{}
26493267,"['Paclitaxel and carboplatin (PC) intercalated with gefitinib (G)', 'PC alone']","['Drug', 'Physical']",{}
26493492,"['Saracatinib', 'Placebo']","['Drug', 'Control']",{}
26491284,"['Perioperative pulmonary rehabilitation', 'Tiotropium (18 µg once daily)']","['Physical', 'Drug']",{}
26488332,"['continued automated interventions (Continued group), which included mailed information regarding colorectal cancer (CRC) screening choices, and were mailed stool kit tests', 'group in which interventions were stopped (Stopped group)']","['Drug', 'Control']",{}
26487585,"['ALK inhibitor therapy', 'alectinib', 'IHC screening', 'FISH confirmation', 'multiplex RT-PCR confirmation']","['Drug', 'Drug', ""IHC (Immunohistochemistry) screening falls under the category of Diagnostic procedures, which can be considered as a type of intervention in research studies. However, since there is no specific label for diagnostic procedures in the given options, it would be most appropriate to classify IHC screening as 'None' because it does not fit into any of the provided categories (Drug, Surgical, Educational, Physical, Psychological, or I_Other)."", 'None', 'None']",{}
26486824,"['Leuprorelin acetate (TAP-144-SR), 6-month depot formulation (22.5 mg) vs 3-month depot formulation (11.25 mg)']",['Drug'],{'Leuprorelin acetate': [{'dosage': 'study drug'}]}
26482768,"['salvage cryotherapy (SC)', 'androgen deprivation therapy (ADT)']","['Surgical', 'Drug']",{}
26481215,"['60 mg/m(2) in Level 0 cohort, 50 mg/m(2) in Level-1 cohort', '15 mg/kg for both cohorts']","['Drug', 'Drug']","{'60 mg/m(2)': [{'dosage': 'docetaxel'}], '50 mg/m(2)': [{'dosage': 'docetaxel'}]}"
26476466,"['tablet-based, breast cancer risk education intervention (BreastCARE)', 'individualized risk report for patients and physicians to discuss during visit']","['Educational', 'Educational']",{}
26474517,"['Carboplatin AUC of 5 plus paclitaxel 175 mg/m(2) by infusion every 3 weeks for a maximum of six cycles', 'Cediranib 20 mg or placebo orally once daily until disease progression']","['Drug', 'Drug']","{'Carboplatin AUC of 5': [{'dosage': 'calculated by a radioisotope measurement of glomerular filtration rate'}], 'paclitaxel 175 mg/m(2)': [{'dosage': 'infused over 3 h'}], 'Cediranib': [{'dosage': '20 mg orally'}]}"
26474174,"['Chemotherapy with or without icotinib', 'Platinum-based doublet chemotherapy', 'Icotinib (125 mg thrice daily) as consolidation therapy two weeks after chemotherapy']","['Drug', 'Drug', 'Drug']",{'Icotinib': [{'dosage': '4 months'}]}
26472518,"['Z0011 criteria for omitting ALND', 'Distribution of survey about the Z0011 trial']","['Control', 'Educational']",{}
26471791,"['group-based, face-to-face multiple health behavior change intervention targeting healthy eating and physical activity (PA)']",['Physical'],"{'multiple health behavior change intervention': [{'delivery_method': 'group-based sessions'}], 'targeting healthy eating': [{'exercise_activity_type': 'home-based walking program'}], 'targeting physical activity (PA)': [{'exercise_activity_type': 'home-based resistance training program'}]}"
26471036,"['annual/biennial guaiac fecal occult blood testing (G-FOBT)', 'annual/biennial immunologic FOBT (I-FOBT)', 'colonoscopy every 10 years']","['Drug', 'Drug', 'Surgical']",{}
26469360,"['active NMES + swallow exercise', 'sham NMES + swallow exercise']","['Physical', 'Physical']","{'active NMES + swallow exercise': [{'exercise_activity_type': 'electrical stimulation of supra-hyoid muscles'}, {'exercise_activity_type': 'swallow maneuvers (Mendelsohn, Super Supraglottic, Effortful Swallow)'}], 'sham NMES + swallow exercise': [{'exercise_activity_type': 'swallow maneuvers (Mendelsohn, Super Supraglottic, Effortful Swallow)'}]}"
26468076,['dietitian delivered behaviour change counselling intervention'],['Psychological'],"{'dietitian delivered behaviour change counselling intervention': [{'delivery_method': 'radiotherapy dietitians employed at participating hospitals'}, {'delivery_method': 'EAT'}, {'delivery_method': 'written nutrition planner (behavioural contract)'}, {'delivery_method': 'audio recording'}]}"
26467994,"['QoL diagnosis and therapy (multidimensional therapeutic network)', 'QoL scores transformed into QoL profile sent to coordinating practitioner with expert report including treatment recommendations for QoL deficits']","['Psychological', 'Educational']","{'QoL diagnosis and therapy (multidimensional therapeutic network)': [{'delivery_method': 'computerised visualisation programme', 'dosage': 'first 18 months after surgery'}]}"
26466809,"['Standard intervention A: continuance of oral intake and regular mouth care', 'Standard intervention B: continuance of oral intake, regular mouth care and clinically assisted hydration']","['Physical', 'Physical']",{}
26458923,"['unsupervised, home-based, 16-week adapted physical activity (APA) program including aerobic and resistance exercises']",['Physical'],"{'adapted physical activity (APA) program': [{'exercise_activity_type': 'unsupervised 16-week APA program'}, {'exercise_activity_type': 'perform exercise', 'study_design': 'national, prospective, multicenter, randomized, controlled trial', 'allocation': 'intervention group invited to perform exercise in addition to usual care or usual care control group', 'blinding': 'open-label design'}, {'exercise_activity_type': 'APA program'}, {'exercise_activity_type': 'unsupervised, home-based exercise training sessions'}, {'exercise_activity_type': 'aerobic and resistance'}, {'exercise_activity_type': 'aerobic and muscle-strengthening'}, {'exercise_activity_type': 'aerobic or resistance exercises', 'duration': '30 minutes', 'frequency': 'three to five times per week', 'intensity_modulation': 'lower intensity activity week planned every 4 weeks'}, {'exercise_activity_type': 'aerobic training and strengthening exercises'}, {'exercise_activity_type': ""patient's designated partner attending without obligation to perform exercises, supporting at least one session per week""}, {'exercise_activity_type': 'program', 'duration': '16-week'}, {'exercise_activity_type': 'maximal strength test with elastic bands, 6-minute walking test'}]}"
26458906,"['Continuous and tailored counseling delivered by primary caregivers', 'Village doctors and village clinics to deliver personalized CS counseling', 'Two-stage risk assessment models in identifying high risk individuals', 'Standardized operation procedures to guide conduct of counseling', 'Real-time effectiveness and quality monitoring to leverage continuous improvement', 'Web-based electronic system to enable prioritizing complex determinants of CS uptake and tailoring counseling sessions']","['Educational', 'Educational', 'Educational', 'Educational', 'Educational', 'Educational']",{}
26454450,"['Make a Wish intervention', 'Wait-list control group']","['Educational', 'Control']",{}
26448178,"['nintedanib', 'sunitinib']","['Drug', 'Drug']","{'nintedanib': [{'dosage': '200 mg bid'}], 'sunitinib': [{'dosage': '50 mg kg−1 once daily'}]}"
26445227,"['Implantation of radioactive (125)I seeds', 'DP regimen (docetaxel 60 mg/m(2)/cisplatin 75 mg/m(2))', 'Chemotherapy alone (DP)']","['Surgical', 'Drug', 'Drug']",{}
26445094,"['Nab-paclitaxel (125 mg/m(2)) plus gemcitabine (1000 mg/m(2)) given on days 1, 8, and 15 every 28 days', 'Nab-paclitaxel (125 mg/m(2)) plus sLV5FU2 (leucovorin 400 mg/m(2) followed by bolus 400 mg/m(2) 5-fluorouracil and by 5-fluorouracil 2400 mg/m(2) as an 46-h intravenous infusion) given on days 1 and 15 every 28 days']","['Drug', 'Drug']",{'Nab-paclitaxel': [{'dosage': 'full dose'}]}
26442791,"['3 formats: numbers only, numbers + icon arrays, numbers + a set of slides illustrating LDCT scans of 250 people in random order that displayed the number of normal scans, false-positive lung nodules, cancers found leading to a life saved, and cancers found leading to death despite treatment']",['Educational'],{}
26441179,"['Laparoscopic resection', 'Open resection']","['Surgical', 'Surgical']",{}
26438237,"['Short-term fasting (STF) before and after commencing chemotherapy', 'Eat according to guidelines for healthy nutrition']","['Physical', 'Physical']",{}
26427563,"['3-month physical activity intervention', 'activity tracker (Fitbit)', 'phone calls', 'tailored and non-tailored email content', ""Control arm: emails on women's health topics""]","['Physical', 'Physical', 'Educational', 'Educational', 'Control']","{'3-month physical activity intervention': [{'exercise_activity_type': 'individually tailored, theory-based physical activity'}, {'exercise_activity_type': 'moderate intensity activity'}, {'exercise_activity_type': 'moderate intensity'}, {'exercise_activity_type': 'tracking physical activity, getting social support for being active, online resources including how to find places to be active and exercise videos, tips on how to change outcome expectations and use your own thoughts to help motivate you to exercise'}], 'activity tracker (Fitbit)': [{'exercise_activity_type': 'tracking physical activity'}]}"
26426092,"['Lenvatinib', 'placebo']","['Drug', 'Control']",{}
26425700,"['Multiplexed methylation-sensitive restriction enzyme (MSRE) enrichment', 'Targeted amplification via qPCR of 96 markers']","['I_Other', 'Drug']",{}
26425688,['adjuvant 5-fluorouracil (5FU)'],['Drug'],{}
26425050,"['Propofol anesthesia', 'Desflurane anesthesia']","['Drug', 'Drug']",{}
26423618,"['Pegteograstim', '6.0 mg pegfilgrastim']","['Drug', 'Drug']","{'Pegteograstim': [{'dosage': [3.6, 6.0]}]}"
26416458,['Platinum-containing regimen'],['Drug'],{}
26415892,"['Testing serum for antibodies to Merkel cell (MCV), KI (KIV), and WU (WUV) HPyVs as well as to six high-risk and two low-risk HPV types using multiplex liquid bead microarray antibody assays']",['None'],{}
26412456,"['nivolumab at a dose of 3 mg per kilogram of body weight every 2 weeks', 'docetaxel at a dose of 75 mg per square meter of body-surface area every 3 weeks']","['Drug', 'Drug']","{'nivolumab': [{'dosage': '3 mg per kilogram every 2 weeks'}, {'dosage': '-'}], 'docetaxel': [{'dosage': '75 mg per square meter every 3 weeks'}, {'dosage': '-'}]}"
26412349,"['endocrine therapy without chemotherapy', 'reverse-transcriptase-polymerase-chain-reaction assay of 21 genes']","['Drug', 'None']",{}
26408012,"['salvage pelvic image-guided intensity-modulated radiation therapy (IMRT)', 'ADT administered for 6 months']","['Surgical', 'Drug']",{'ADT administered for 6 months': [{'dosage': '45 mg'}]}
