,pmid,outcome,labels,full_text_values
1673,37955943,"['Assessment of uncertainty in illness (primary outcome)', 'Quality of life', 'Symptom distress', 'Social support']","['Life impact', 'Life impact', 'Clinical', 'Life impact']","[['At 24 weeks (T2), after adjusting for the baseline uncertainty in illness, participants who received the MGCS program plus routine care�compared with participants who received routine care only�exhibited a significant decrease in uncertainty in illness (P<.001; d=�0.60; adjusted mean difference �7.69, 95% CI �11.31 to �4.07);', 'F1,165=10.937; P=.001'], ['At 12 weeks (T1), no significant difference between groups.', 'At 24 weeks (T2), participants receiving MGCS program plus routine care showed significant improvement compared to those receiving only routine care (P=.04; d=0.30; adjusted mean difference 4.77, 95% CI 0.12-9.41)'], ['No significant differences found between groups at T1 and T2 after adjusting for baseline scores.'], ['No significant differences found between groups at T1 and T2 after adjusting for baseline scores.']]"
1674,37953598,"['Patient anxiety', 'Tension', 'Helplessness/hopelessness', 'Decisional uncertainty', 'Reduced fighting spirit']","['Life impact', 'Clinical', 'Life impact', 'Life impact', 'Life impact']","[[], ['significantly higher (P = 0.002)', 'P = 0.016'], ['P = 0.002'], ['higher (P = 0.004), no baseline control available'], []]"
1675,37953532,"['Primary outcomes: degree of hunger, thirst, nausea, vomiting', 'postoperative complications', 'duration of hospital stay', 'chest tube drainage']","['Adverse Event', 'Adverse Event', 'Resource use', 'Clinical']","[[], ['No significant differences were found in the degrees of postoperative nausea and vomiting after extubation for 1, 2, 4, and 8 h (P=0.689, P=0.127, P=0.591, and P=0.497, respectively)', 'arrhythmia', 'subcutaneous emphysema'], [], []]"
1676,37951954,"['Primary endpoint: overall response rate (ORR)', 'Secondary endpoints: progression-free survival (PFS), overall survival (OS) and safety', 'Exploratory endpoints: ORR by PD-L1 subgroup and duration of response']","['Clinical', 'Mortality', 'Clinical']","[['included in the main manuscript; results from the July 7, 2023 data cut', '45% (55/121; 95% confidence interval [CI]: 36�55%)', '39% (48/122; 95% CI: 31�49%)', '74% [20/27; 95% CI: 54�89%] for dostarlimab plus chemotherapy in TPS ? 50% subgroups', '48% [13/27; 95% CI: 29�68%] for pembrolizumab plus chemotherapy in TPS ? 50% subgroups', '59% (42/71; 95% CI: 47�71%) for dostarlimab plus chemotherapy in PD-L1-positive (TPS ? 1%) subgroup', '39% (28/71; 95% CI: 28�52%) for pembrolizumab plus chemotherapy in PD-L1-positive (TPS ? 1%) subgroup', '26% (13/50; 95% CI: 15�40%) for dostarlimab plus chemotherapy in PD-L1-negative (TPS < 1%) patients', '39% (20/51; 95% CI: 26�54%) for pembrolizumab plus chemotherapy in PD-L1-negative (TPS < 1%) patients', 'shown in Supplementary Table 5'], ['results from the August 4 data cut are presented here in the main text', 'OS and DOR analyses using the July 7, 2023 data cut are reported in the main manuscript', 'Median PFS was 8.8 months (95% CI: 6.7�10.4) for patients treated with dostarlimab plus chemotherapy and 6.7 months (95% CI: 4.9�7.1) for those treated with pembrolizumab plus chemotherapy', 'PFS hazard ratio (HR) was 0.70 (95% CI: 0.50�0.98) for dostarlimab plus chemotherapy versus pembrolizumab plus chemotherapy', 'The PFS rate at 9 months was 46% (95% CI: 36�56%) for patients treated with dostarlimab plus chemotherapy and 36% (95% CI: 26�45%) for those treated with pembrolizumab plus chemotherapy', 'dostarlimab-related AEs (71%)', 'pembrolizumab-related AEs (57%)', 'immune-related adverse events (irAEs): dostarlimab plus chemotherapy (31%), pembrolizumab plus chemotherapy (39%)', 'serious adverse events (SAEs): dostarlimab plus chemotherapy (41%), pembrolizumab plus chemotherapy (48%)', 'AEs leading to treatment discontinuation: dostarlimab plus chemotherapy (29%), pembrolizumab plus chemotherapy (38%)', 'AEs leading to immunotherapy discontinuation: dostarlimab plus chemotherapy (17%), pembrolizumab plus chemotherapy (24%)', 'Fatal TRAEs: dostarlimab plus chemotherapy (2%), pembrolizumab plus chemotherapy (4%)'], ['Median DOR was 12.4 months (95% CI: 8.3�17.9) for patients treated with dostarlimab plus chemotherapy and 14.4 months (95% CI: 9.7�not reached) for those treated with pembrolizumab plus chemotherapy', 'Subgroup analyses of ORR based on BICR by PD-L1 status are also shown in Supplementary Table 6']]"
1677,37950612,"['reductions in highly processed food intake', 'red and processed meat intake', 'sugar-sweetened beverage intake', 'intake of fruits, vegetables, and fiber']","['Life impact', 'Clinical', 'Life impact', 'Life impact']","[['large, significant improvement (F(1, 50) = 45.68, P < .001, ?2 = .48)', 'greater among participants with household support condition ON (F(1, 50) = 8.72, P < .005, ?2 = .15)'], ['significant improvement from baseline to post-treatment (F(1, 50) = 12.29, P < .001, ?2 = .20)', 'marginal interaction between household support condition and time (F(1, 50) = 3.82, P = .056, ?2 = .07)'], ['P = .008'], []]"
1678,37950338,"['Ki67', 'relative change from baseline in Ki67', 'absolute change in ER H-score from baseline']","['Clinical', 'Clinical', 'Clinical']","[['? 15%', '<15%: 11/100', '?20%: amcenestrant 400 mg 26/32 (81.3%), amcenestrant 200 mg 26/36 (72.2%), letrozole 22/32 (68.8%)', '-75.9% (95% CI ? 81.9 to ? 67.9)', '-68.2% (95% CI ? 75.7 to ? 58.4)', '-77.7% (95% CI ? 83.4 to ? 70.0)'], ['-99', '-75.9% (95% CI ? 81.9 to ? 67.9)', '-68.2% (95% CI ? 75.7 to ? 58.4)', '-77.7% (95% CI ? 83.4 to ? 70.0)'], ['-99', '-58.2 (-78.4 to -38.1)', '-68.3 (-87.4 to -49.2)', '-88.4 (-110.1 to -66.6)']]"
1679,37950252,"['cancer-specific survival', 'overall survival', 'cancer-specific mortality', 'all-cause mortality']","['Mortality', 'Mortality', 'Mortality', 'Mortality']","[['P < 0.001', '3-year: not explicitly stated, 5-year: not explicitly stated', '0.715 (0.711�0.719)', '0.672 (0.667�0.677)'], ['survival time in the PUI group was significantly shorter than that of the non-involved patients (5.29 vs. 54.69, P < 0.001)', 'P = 0.023'], ['100% vs. 34.9%', 'P = 0.044', 'HR: 1.816, 95% CI: 1.423�2.318, P < 0.001'], ['HR: 1.446, 95% CI: 1.210�1.726, P < 0.001']]"
1680,37950162,"['menopausal symptoms', 'estradiol levels', 'FSH serum levels']","['Clinical', 'Clinical', 'Clinical']","[['increased significantly in groups A (p = 0.002), B (p = 0.001), and C (p = 0.003)', 'significant in group A and C (p < 0.001, p = 0.001, respectively)', 'increasing significant trend in three groups during one-year follow up (p < 0.001)', 'lower increase in total score of MRS in Microrelin 3.75 and Microrelin 11.25 mg compared to Diphereline 11.25 mg by 0.24 and 0.22 units over three months, respectively'], ['-0.521 units per three months'], ['< 0.001', '-1.25 (Diphereline 11.25), -0.88 (Microrelin 3.75)']]"
1681,37947140,"['Development of large bowel obstruction', 'Clinical outcomes', 'Postoperative outcomes', 'Risk criteria for preoperative obstruction']","['Adverse Event', 'Clinical', 'Clinical', 'Clinical']","[['30 (4.3%)', 'median time from randomization to bowel obstruction was 1.6 months (interquartile range mismatch repair deficient: 1.1�2.0 months)', '6.7%', 'unable to pass through the lumen with the endoscopy; OR: 9.09, 95% CI: 2.34�39.66', 'stricturing disease on radiology or endoscopy (Odds Ratio: 7.18, 95% Confidence Interval: 1.84-32.34)', 'no independent association between tumor location or T-stage and obstruction', 'tumors at the flexures carried the highest risk (67.8%, 95% C.I.: 34.3%�93.8%)', 'sigmoid or rectosigmoid tumors had the lowest risk (7.6%, 95% C.I.: 0.0%�15.5%)', 'baseline risk for patients with neither high-risk feature was 0.2% (0.0%�0.6%)', 'Identification of one high-risk feature increased the obstruction risk (0.0%�9.9%)', 'The presence of both risk criteria concurrently conveyed the highest risk of obstruction'], ['69.0% completed NAC', '31.0% did not finish NAC', '17.2% moderate or marked regression', '79.3% mild or no regression', 'No perforation with frank peritonitis was seen at the operation.', 'Microperforation (contained and sealed) was seen in 5 patients (16.7%); representing a low absolute risk in patients undergoing NAC [1 in 139 (5/698)].', 'Increased frequency of open surgery (65.4% vs 38.0%, P=0.01)', 'Increased occurrence of pR1 resections (12.0% vs 3.8%, P=0.004)', 'AC completion rate: obstructed patients 30.0%, nonobstructed patients 65.3%; P=0.015', 'obstructing disease on baseline endoscopy and/or being unable to pass past the lumen with the endoscope (53.3% vs 20.0%, P=0.008);', 'stricturing disease on baseline radiology or endoscopy (78.3% vs 26.2%, P=0.002)', 'P=0.051'], ['No significant differences observed in the rates of stoma formation, anastomotic leak, reoperation, overall recurrence, or death up to 30 days after surgery.'], ['Tumor location at hepatic flexure: 16.7% vs 5.7% (P<0.001)', 'Tumor location at splenic flexure: 13.3% vs 2.8% (P<0.001)', 'Tumor location in transverse colon: 23.3% vs 7.2% (P<0.001)', 'Proportion of T4 tumors: 37.9% vs 23.8%, P=0.145', 'tumor location', 'T-stage', '28/30', '15/30', '48/90', 'Three risk classifications were defined for all patients undergoing NAC according to the presence or absence of these criteria: 63.4% (443/698) of patients were at very low risk (<1%), 30.7% (214/698) at low risk (1%�10%), and 5.9% (41/698) at high risk (>10%)']]"
1682,37945326,"['progression-free survival', 'overall survival', 'adverse events', 'health-related cancer-specific quality of life']","['Mortality', 'Mortality', 'Adverse Event', 'Life impact']","[[], [], [], []]"
1683,37935428,"['overall response rate at week 18 (ORR 18)', 'safety profile', 'pharmacokinetics', 'immunogenicity']","['Clinical', 'Adverse Event', 'Clinical', 'Clinical']","[['48.0% (95% Cl: 42.5�53.6) in the BAT1706 arm', '44.5% (95% CI: 39.0�50.1) in the EU-bevacizumab arm', 'risk ratio (BAT1706/EU-bevacizumab): 1.08, with the 2-sided 90% CI of 0.94�1.24 falling entirely within the equivalence margin of 0.75�1.33 (NMPA requirements), and 0.73�1.36 (FDA requirements)', 'multivariate-adjusted risk ratio: 1.07, with a 90% CI of 0.93�1.22', 'risk difference: 0.03', '2-sided 95% CI: -0.04 to 0.11', 'entirely within equivalence margin of -0.12 to 0.15, in compliance with EMA requirements', 'multivariate-adjusted risk difference: 0.03', '95% CI: -0.04 to 0.11', 'risk ratio', 'risk difference', '66.7% (95% Cl: 60.0�72.6) in the BAT1706 arm, and 65.9% (95% CI: 59.4�71.6) in the EU-bevacizumab arm.', '10.9% (95% Cl: 1.3�32.3) in the BAT1706 arm and 20.4% (95% CI: 8.0�36.7) in the EU-bevacizumab arm', '27.4%', '22.7%', '97.2% in the BAT1706 arm', '98.1% in the EU-bevacizumab arm'], ['649 patients received at least one cycle of combination treatment', 'TEAEs of Grade ?3: BAT1706 arm - 218 (67.1%); EU-bevacizumab arm - 235 (72.5%)', 'TEAEs of Grade ?4: BAT1706 arm - 92 (28.3%); EU-bevacizumab arm - 93 (28.7%)', 'Deaths due to TEAE: BAT1706 arm - 18; EU-bevacizumab arm - 17', 'TEAEs leading to treatment discontinuation: BAT1706 arm - 28; EU-bevacizumab arm - 25'], ['median cumulative doses of BAT1706 and EU-bevacizumab were 138.4 mg/kg and 130.1 mg/kg, respectively', 'delays in BAT1706/EU-bevacizumab dosing was reported in 161 patients in the BAT1706 arm (49.5%) and 155 patients the EU-bevacizumab arm (47.8%), with the median dose delay being 7 days for both treatments', 'Median duration of exposure to carboplatin at data cutoff was similar between the two treatment arms: 17.9 weeks (range: 3.0�25.3 weeks) in the BAT1706 arm, and 17.7 weeks (range: 3.0�27.4 weeks) in the EU-bevacizumab arm.', 'Likewise, the median number of carboplatin infusions was similar: six in the BAT1706 arm, and five in the EU-bevacizumab arm.', 'The median cumulative carboplatin dose was 3264.6 mg in the BAT1706 arm and 2992.8 mg in the EU-bevacizumab arm.', 'Delays in carboplatin dosing were reported by 123 (37.8%) patients in the BAT1706 arm and 117 (36.1%) patients in the EU-bevacizumab arm, with the median dose delay being 5 days in each arm.', 'Carboplatin dose-modification was reported in 51 (15.7%) and 56 (17.3%) patients in the BAT1706 and EU-bevacizumab arms, respectively.', 'Similar results to carboplatin were found for paclitaxel exposure.', 'Mean serum concentrations were comparable between BAT1706 and EU-bevacizumab throughout the study, both pre- and post-dose (data not shown). For both treatments, individual serum concentrations remained quantifiable throughout the sampling interval, with mean trough concentrations comparable between BAT1706 and EU-bevacizumab (data not shown).'], ['?5% incidence of positive ADA results, decreased over time in both treatment arms', '22 patients had negative ADA results at baseline and positive ADA results post-baseline visit', 'no neutralizing ADAs detected during the study', 'similar immunogenicity results observed in two treatment arms']]"
1684,37934383,"['Quality of Life', 'Secondary: Hospital length of stay, physical performance']","['Life impact', 'Life impact']","[['significant group � time interaction', 'F2,38 = 6.571; p = 0.004', 'mean difference before surgery: 13.5 points; 95 % CI, 2.4�24.6 points; p = 0.019', 'mean difference 1 month after surgery: 12.4 points; 95 % CI, 1.3�23.4 points; p = 0.029', 'favoring PHET', 'clinical deterioration in global QoL (p = 0.013)', ""{'Physical Function': 'before surgery: p = 0.002', 'Role Function': 'after surgery: p = 0.013', 'Emotional Function': 'after surgery: p = 0.045'}"", ""{'Physical Function': 'PHET [n = 4, 20%] vs CG [n = 14, 66.7%]; p = 0.004', 'Role Function': 'PHET [n = 2, 10%] vs CG [n = 11, 52.4%]; p = 0.006', 'Social Function': 'PHET [n = 3, 15%] vs CG [n = 10, 47.6%]; p = 0.043'}"", 'fatigue (p = 0.047), favoring PHET', 'pain (p = 0.041) and appetite loss (p = 0.024), favoring PHET', 'SumSc', 'p = 0.071', 'p = 0.032'], ['Mean duration of PHET: 3.6 � 0.2 weeks', 'Patients completed a mean of 9.8 � 3.1 sessions of aerobic exercise and a mean of 6.7 � 2.3 sessions of resistance exercise', 'Mean adherence rate for aerobic training: 103% � 19.8%', 'Mean adherence rate for resistance training: 92.1% � 33.1%', 'Exercise-related adverse events (grade 1): 30% (leg muscle soreness, n = 4)', 'No serious adverse events observed', 'proportion of patients who reported clinical deterioration in these symptoms was significantly lower in the PHET group than in the CG (pain: PHET [n = 5, 25%] vs CG [n = 13, 61.9%], p = 0.028; appetite loss: PHET [n = 1, 5%] vs CG [n = 8, 38.1%], p = 0.020)', ""{'Exercise Capacity': {'Group � time interaction': 'F2,36 = 6.448; p = 0.004', 'Before surgery trend': 'p = 0.051, favoring PHET', '1 month after surgery difference': '147.4 m; 95% CI, 17.3�264.2 m; p = 0.027'}, '5STS': {'Before surgery difference': 'median difference, ?1.8 s; 95% CI, ?0.1 to ?3.7 s; p = 0.041', 'Favoring PHET': ''}, 'Handgrip Strength': 'No significant between-group differences (p > 0.05)'}""]]"
1685,37932985,"['Quality of life questionnaire core 30 for cancer patients', 'MOS item short-form health survey (SF-36)', 'Self rating depression scale (SDS)', 'Self rating anxiety scale (SAS)', 'Overall Survival (OS)', 'Progression-free survival', 'Adverse reaction symptoms']","['Life impact', 'Life impact', 'Life impact', 'Life impact', 'Mortality', 'Clinical', 'Adverse Event']","[['QLQ-C30 domains, subscales, and overall health status scores before treatment showed no significant difference (P > .05). After 3 months, there were significant differences (P < .001) in the QLQ-C30 domains, subscales, and overall health status scores before treatment. At the same time, there was significant statistical significance (P < .05) before and after treatment in Group S.'], ['No statistically significant difference in 8 SF-36 scale dimensions before treatment between the 2 groups (P > .05); after treatment, there was a statistically significant difference in the 8 dimensions (P < .05), and scores were significantly lower than before treatment (P < .05)', 'SDS and SAS had high consistency with the SF-36 scale scores.', 'The proportion of outlier in Figure 6A and B was 3.23% and 5.38%, and the maximum difference of the consistency limit was about 0.81 and 0.63.'], ['P > .05', 'P < .001', 'The average score of SDS and SF-36 scales was, and the upper and lower limits of the 95% confidence interval were.'], ['P > .05', 'P < .001', 'The average score of SAS and SF-36 scales was, and the upper and lower limits of the 95% confidence interval were.'], ['68.26%', '78.54%'], ['57.25%', '71.26%'], ['incidence rates of diarrhea: 23.08%, rash: 61.54%, oral ulcers: 5.77%, gastrointestinal reactions: 3.85%, other adverse reactions: 3.85% (P < .05)']]"
